,TransactionNo,Items,Daypart,DayType,Year,Month
3655,1775,Bread,Afternoon,Weekend,2016,11
3656,1775,My-5 Fruit Shoot,Afternoon,Weekend,2016,11
3657,1775,Juice,Afternoon,Weekend,2016,11
3658,1776,Bread,Afternoon,Weekend,2016,11
3659,1777,Fudge,Afternoon,Weekend,2016,11
3660,1777,Dulce de Leche,Afternoon,Weekend,2016,11
3661,1777,Coffee,Afternoon,Weekend,2016,11
3662,1777,Cake,Afternoon,Weekend,2016,11
3663,1777,Brownie,Afternoon,Weekend,2016,11
3664,1778,Hot chocolate,Afternoon,Weekend,2016,11
3665,1778,Coffee,Afternoon,Weekend,2016,11
3666,1778,Cake,Afternoon,Weekend,2016,11
3667,1779,Coffee,Afternoon,Weekend,2016,11
3668,1779,Medialuna,Afternoon,Weekend,2016,11
3669,1779,Alfajores,Afternoon,Weekend,2016,11
3670,1780,Coffee,Afternoon,Weekend,2016,11
3671,1780,Keeping It Local,Afternoon,Weekend,2016,11
3672,1780,Farm House,Afternoon,Weekend,2016,11
3673,1781,Bread,Afternoon,Weekend,2016,11
3674,1782,Medialuna,Afternoon,Weekend,2016,11
3675,1782,Truffles,Afternoon,Weekend,2016,11
3676,1783,Cake,Afternoon,Weekend,2016,11
3677,1783,Bread,Afternoon,Weekend,2016,11
3678,1783,Tea,Afternoon,Weekend,2016,11
3679,1783,Truffles,Afternoon,Weekend,2016,11
3680,1784,Bread,Afternoon,Weekend,2016,11
3681,1785,Coffee,Afternoon,Weekend,2016,11
3682,1785,Brownie,Afternoon,Weekend,2016,11
3683,1786,Coffee,Afternoon,Weekend,2016,11
3684,1786,Bread,Afternoon,Weekend,2016,11
3685,1787,Medialuna,Afternoon,Weekend,2016,11
3686,1787,Brownie,Afternoon,Weekend,2016,11
3687,1787,Tea,Afternoon,Weekend,2016,11
3688,1788,Bread,Afternoon,Weekend,2016,11
3689,1788,Scandinavian,Afternoon,Weekend,2016,11
3690,1789,Medialuna,Afternoon,Weekend,2016,11
3691,1789,Hot chocolate,Afternoon,Weekend,2016,11
3692,1789,Cake,Afternoon,Weekend,2016,11
3693,1789,Alfajores,Afternoon,Weekend,2016,11
3694,1789,Truffles,Afternoon,Weekend,2016,11
3695,1790,Brownie,Afternoon,Weekend,2016,11
3696,1790,Medialuna,Afternoon,Weekend,2016,11
3697,1790,Coffee,Afternoon,Weekend,2016,11
3698,1791,Coffee,Afternoon,Weekend,2016,11
3699,1791,Medialuna,Afternoon,Weekend,2016,11
3700,1791,Truffles,Afternoon,Weekend,2016,11
3701,1792,Cake,Afternoon,Weekend,2016,11
3702,1792,Tea,Afternoon,Weekend,2016,11
3703,1793,Mineral water,Afternoon,Weekend,2016,11
3704,1793,Hot chocolate,Afternoon,Weekend,2016,11
3705,1793,Cookies,Afternoon,Weekend,2016,11
3706,1793,Cake,Afternoon,Weekend,2016,11
3707,1794,Cookies,Afternoon,Weekend,2016,11
3708,1795,Bread,Afternoon,Weekend,2016,11
3709,1796,Hot chocolate,Afternoon,Weekend,2016,11
3710,1796,Cake,Afternoon,Weekend,2016,11
3711,1797,Truffles,Afternoon,Weekend,2016,11
3712,1797,Farm House,Afternoon,Weekend,2016,11
3713,1797,Bread,Afternoon,Weekend,2016,11
3714,1798,Tea,Afternoon,Weekend,2016,11
3715,1799,Farm House,Evening,Weekend,2016,11
3716,1800,Coffee,Morning,Weekday,2016,11
3717,1801,Coffee,Morning,Weekday,2016,11
3718,1802,Bread,Morning,Weekday,2016,11
3719,1803,Coffee,Morning,Weekday,2016,11
3720,1804,Coffee,Morning,Weekday,2016,11
3721,1805,Bread,Morning,Weekday,2016,11
3722,1805,Pastry,Morning,Weekday,2016,11
3723,1806,Coffee,Morning,Weekday,2016,11
3724,1807,Coffee,Morning,Weekday,2016,11
3725,1807,Farm House,Morning,Weekday,2016,11
3726,1808,Keeping It Local,Morning,Weekday,2016,11
3727,1808,Coffee,Morning,Weekday,2016,11
3728,1808,Coffee,Morning,Weekday,2016,11
3729,1809,Coffee,Morning,Weekday,2016,11
3730,1809,Medialuna,Morning,Weekday,2016,11
3731,1810,Coffee,Morning,Weekday,2016,11
3732,1811,Coffee,Morning,Weekday,2016,11
3733,1811,Pastry,Morning,Weekday,2016,11
3734,1812,Tea,Morning,Weekday,2016,11
3735,1813,Coffee,Morning,Weekday,2016,11
3736,1813,Keeping It Local,Morning,Weekday,2016,11
3737,1814,Pastry,Morning,Weekday,2016,11
3738,1814,Coffee,Morning,Weekday,2016,11
3739,1814,Smoothies,Morning,Weekday,2016,11
3740,1815,Coffee,Morning,Weekday,2016,11
3741,1815,Muffin,Morning,Weekday,2016,11
3742,1815,Medialuna,Morning,Weekday,2016,11
3743,1816,Coffee,Morning,Weekday,2016,11
3744,1817,Coffee,Morning,Weekday,2016,11
3745,1818,Coffee,Morning,Weekday,2016,11
3746,1819,Coffee,Morning,Weekday,2016,11
3747,1819,Tea,Morning,Weekday,2016,11
3748,1819,Farm House,Morning,Weekday,2016,11
3749,1819,Brownie,Morning,Weekday,2016,11
3750,1820,Coffee,Morning,Weekday,2016,11
3751,1821,Coffee,Afternoon,Weekday,2016,11
3752,1821,Bread,Afternoon,Weekday,2016,11
3753,1821,Coffee,Afternoon,Weekday,2016,11
3754,1821,Keeping It Local,Afternoon,Weekday,2016,11
3755,1822,Tea,Afternoon,Weekday,2016,11
3756,1823,Coffee,Afternoon,Weekday,2016,11
3757,1823,Bread,Afternoon,Weekday,2016,11
3758,1824,Farm House,Afternoon,Weekday,2016,11
3759,1825,Coffee,Afternoon,Weekday,2016,11
3760,1826,Sandwich,Afternoon,Weekday,2016,11
3761,1827,Farm House,Afternoon,Weekday,2016,11
3762,1827,Scandinavian,Afternoon,Weekday,2016,11
3763,1828,Coffee,Afternoon,Weekday,2016,11
3764,1829,Coffee,Afternoon,Weekday,2016,11
3765,1829,Cake,Afternoon,Weekday,2016,11
3766,1830,Bread,Afternoon,Weekday,2016,11
3767,1830,Tea,Afternoon,Weekday,2016,11
3768,1831,Truffles,Afternoon,Weekday,2016,11
3769,1832,Bread,Afternoon,Weekday,2016,11
3770,1832,Fudge,Afternoon,Weekday,2016,11
3771,1832,Medialuna,Afternoon,Weekday,2016,11
3772,1832,Pastry,Afternoon,Weekday,2016,11
3773,1833,Bread,Afternoon,Weekday,2016,11
3774,1834,Tea,Afternoon,Weekday,2016,11
3775,1834,Brownie,Afternoon,Weekday,2016,11
3776,1834,Cake,Afternoon,Weekday,2016,11
3777,1835,Juice,Afternoon,Weekday,2016,11
3778,1835,Medialuna,Afternoon,Weekday,2016,11
3779,1836,Tea,Afternoon,Weekday,2016,11
3780,1836,Cake,Afternoon,Weekday,2016,11
3781,1837,Coffee,Afternoon,Weekday,2016,11
3782,1837,Tea,Afternoon,Weekday,2016,11
3783,1837,Sandwich,Afternoon,Weekday,2016,11
3784,1837,Medialuna,Afternoon,Weekday,2016,11
3785,1837,Bread,Afternoon,Weekday,2016,11
3786,1838,Alfajores,Afternoon,Weekday,2016,11
3787,1839,Coffee,Afternoon,Weekday,2016,11
3788,1839,Coffee,Afternoon,Weekday,2016,11
3789,1840,Cookies,Afternoon,Weekday,2016,11
3790,1840,My-5 Fruit Shoot,Afternoon,Weekday,2016,11
3791,1840,Coffee,Afternoon,Weekday,2016,11
3792,1840,Keeping It Local,Afternoon,Weekday,2016,11
3793,1841,Hot chocolate,Afternoon,Weekday,2016,11
3794,1841,Hot chocolate,Afternoon,Weekday,2016,11
3795,1841,Bread,Afternoon,Weekday,2016,11
3796,1841,Alfajores,Afternoon,Weekday,2016,11
3797,1842,Bread,Afternoon,Weekday,2016,11
3798,1843,Farm House,Afternoon,Weekday,2016,11
3799,1844,Coffee,Afternoon,Weekday,2016,11
3800,1844,Juice,Afternoon,Weekday,2016,11
3801,1844,Pastry,Afternoon,Weekday,2016,11
3802,1845,Cookies,Afternoon,Weekday,2016,11
3803,1846,Brownie,Afternoon,Weekday,2016,11
3804,1847,Coffee,Morning,Weekday,2016,11
3805,1847,Medialuna,Morning,Weekday,2016,11
3806,1848,Keeping It Local,Morning,Weekday,2016,11
3807,1848,Coffee,Morning,Weekday,2016,11
3808,1849,Tea,Morning,Weekday,2016,11
3809,1850,Tea,Morning,Weekday,2016,11
3810,1850,Medialuna,Morning,Weekday,2016,11
3811,1851,Scandinavian,Morning,Weekday,2016,11
3812,1851,Bread,Morning,Weekday,2016,11
3813,1852,Scandinavian,Morning,Weekday,2016,11
3814,1852,Bread,Morning,Weekday,2016,11
3815,1853,Pastry,Morning,Weekday,2016,11
3816,1853,Keeping It Local,Morning,Weekday,2016,11
3817,1853,Coffee,Morning,Weekday,2016,11
3818,1853,Hot chocolate,Morning,Weekday,2016,11
3819,1854,Bread,Morning,Weekday,2016,11
3820,1855,Coffee,Morning,Weekday,2016,11
3821,1856,Bread,Morning,Weekday,2016,11
3822,1857,Coffee,Morning,Weekday,2016,11
3823,1857,Cookies,Morning,Weekday,2016,11
3824,1858,Coffee,Morning,Weekday,2016,11
3825,1858,Coffee,Morning,Weekday,2016,11
3826,1858,Pastry,Morning,Weekday,2016,11
3827,1859,Tea,Morning,Weekday,2016,11
3828,1860,Coffee,Morning,Weekday,2016,11
3829,1860,Brownie,Morning,Weekday,2016,11
3830,1860,Bread,Morning,Weekday,2016,11
3831,1861,Sandwich,Afternoon,Weekday,2016,11
3832,1861,Coke,Afternoon,Weekday,2016,11
3833,1862,Cake,Afternoon,Weekday,2016,11
3834,1862,Bread,Afternoon,Weekday,2016,11
3835,1862,Tea,Afternoon,Weekday,2016,11
3836,1862,Medialuna,Afternoon,Weekday,2016,11
3837,1863,Bread,Afternoon,Weekday,2016,11
3838,1864,Coffee,Afternoon,Weekday,2016,11
3839,1864,Medialuna,Afternoon,Weekday,2016,11
3840,1864,Brownie,Afternoon,Weekday,2016,11
3841,1865,Bread,Afternoon,Weekday,2016,11
3842,1866,Coffee,Afternoon,Weekday,2016,11
3843,1867,Medialuna,Afternoon,Weekday,2016,11
3844,1868,Coffee,Afternoon,Weekday,2016,11
3845,1868,Scandinavian,Afternoon,Weekday,2016,11
3846,1868,Medialuna,Afternoon,Weekday,2016,11
3847,1869,Tea,Afternoon,Weekday,2016,11
3848,1869,Brownie,Afternoon,Weekday,2016,11
3849,1870,Coffee,Afternoon,Weekday,2016,11
3850,1870,Pastry,Afternoon,Weekday,2016,11
3851,1871,Coffee,Afternoon,Weekday,2016,11
3852,1872,Fudge,Afternoon,Weekday,2016,11
3853,1872,Cake,Afternoon,Weekday,2016,11
3854,1872,Coffee,Afternoon,Weekday,2016,11
3855,1872,Tea,Afternoon,Weekday,2016,11
3856,1873,Bread,Afternoon,Weekday,2016,11
3857,1874,Coffee,Afternoon,Weekday,2016,11
3858,1874,Cake,Afternoon,Weekday,2016,11
3859,1875,Sandwich,Afternoon,Weekday,2016,11
3860,1875,Coffee,Afternoon,Weekday,2016,11
3861,1875,Coffee,Afternoon,Weekday,2016,11
3862,1875,Tea,Afternoon,Weekday,2016,11
3863,1875,Brownie,Afternoon,Weekday,2016,11
3864,1875,Cake,Afternoon,Weekday,2016,11
3865,1876,Coffee,Afternoon,Weekday,2016,11
3866,1876,Alfajores,Afternoon,Weekday,2016,11
3867,1876,Coffee,Afternoon,Weekday,2016,11
3868,1876,Cake,Afternoon,Weekday,2016,11
3869,1877,Coffee,Afternoon,Weekday,2016,11
3870,1877,Coffee,Afternoon,Weekday,2016,11
3871,1878,Mineral water,Afternoon,Weekday,2016,11
3872,1879,Coffee,Afternoon,Weekday,2016,11
3873,1879,Cookies,Afternoon,Weekday,2016,11
3874,1880,Bread,Afternoon,Weekday,2016,11
3875,1880,Cake,Afternoon,Weekday,2016,11
3876,1881,Bread,Afternoon,Weekday,2016,11
3877,1882,Coffee,Afternoon,Weekday,2016,11
3878,1885,Tea,Afternoon,Weekday,2016,11
3879,1885,Brownie,Afternoon,Weekday,2016,11
3880,1885,Cake,Afternoon,Weekday,2016,11
3881,1886,Hot chocolate,Afternoon,Weekday,2016,11
3882,1886,Hot chocolate,Afternoon,Weekday,2016,11
3883,1886,Medialuna,Afternoon,Weekday,2016,11
3884,1887,Hot chocolate,Afternoon,Weekday,2016,11
3885,1888,Coffee,Evening,Weekday,2016,11
3886,1888,Bread,Evening,Weekday,2016,11
3887,1889,Cake,Evening,Weekday,2016,11
3888,1889,Coffee,Evening,Weekday,2016,11
3889,1890,Coffee,Morning,Weekday,2016,11
3890,1890,Cake,Morning,Weekday,2016,11
3891,1891,Hot chocolate,Morning,Weekday,2016,11
3892,1891,Medialuna,Morning,Weekday,2016,11
3893,1891,Coffee,Morning,Weekday,2016,11
3894,1892,Hot chocolate,Morning,Weekday,2016,11
3895,1892,Medialuna,Morning,Weekday,2016,11
3896,1892,Coffee,Morning,Weekday,2016,11
3897,1893,Coffee,Morning,Weekday,2016,11
3898,1893,Hot chocolate,Morning,Weekday,2016,11
3899,1893,Medialuna,Morning,Weekday,2016,11
3900,1894,Coffee,Morning,Weekday,2016,11
3901,1894,Keeping It Local,Morning,Weekday,2016,11
3902,1894,Bread,Morning,Weekday,2016,11
3903,1895,Coffee,Morning,Weekday,2016,11
3904,1896,Coffee,Morning,Weekday,2016,11
3905,1897,Coffee,Morning,Weekday,2016,11
3906,1898,Coffee,Morning,Weekday,2016,11
3907,1898,Bread,Morning,Weekday,2016,11
3908,1899,Coffee,Morning,Weekday,2016,11
3909,1899,Sandwich,Morning,Weekday,2016,11
3910,1900,Bread,Morning,Weekday,2016,11
3911,1900,Keeping It Local,Morning,Weekday,2016,11
3912,1900,Cake,Morning,Weekday,2016,11
3913,1901,Coffee,Morning,Weekday,2016,11
3914,1902,Brownie,Morning,Weekday,2016,11
3915,1902,Cookies,Morning,Weekday,2016,11
3916,1903,Bread,Morning,Weekday,2016,11
3917,1904,Juice,Morning,Weekday,2016,11
3918,1904,Bread,Morning,Weekday,2016,11
3919,1905,Coffee,Morning,Weekday,2016,11
3920,1905,Cookies,Morning,Weekday,2016,11
3921,1906,Coffee,Morning,Weekday,2016,11
3922,1907,Coffee,Afternoon,Weekday,2016,11
3923,1907,Medialuna,Afternoon,Weekday,2016,11
3924,1907,Cookies,Afternoon,Weekday,2016,11
3925,1907,Tea,Afternoon,Weekday,2016,11
3926,1908,Tea,Afternoon,Weekday,2016,11
3927,1908,Cookies,Afternoon,Weekday,2016,11
3928,1909,Mineral water,Afternoon,Weekday,2016,11
3929,1910,Coffee,Afternoon,Weekday,2016,11
3930,1910,Bread,Afternoon,Weekday,2016,11
3931,1910,Tea,Afternoon,Weekday,2016,11
3932,1910,Pastry,Afternoon,Weekday,2016,11
3933,1910,Tiffin,Afternoon,Weekday,2016,11
3934,1910,Cake,Afternoon,Weekday,2016,11
3935,1911,Coffee,Afternoon,Weekday,2016,11
3936,1912,Cookies,Afternoon,Weekday,2016,11
3937,1913,Sandwich,Afternoon,Weekday,2016,11
3938,1914,Coffee,Afternoon,Weekday,2016,11
3939,1915,Tea,Afternoon,Weekday,2016,11
3940,1915,Sandwich,Afternoon,Weekday,2016,11
3941,1916,Jam,Afternoon,Weekday,2016,11
3942,1917,Brownie,Afternoon,Weekday,2016,11
3943,1917,Tea,Afternoon,Weekday,2016,11
3944,1919,Bread,Afternoon,Weekday,2016,11
3945,1920,Bread,Afternoon,Weekday,2016,11
3946,1920,Olum & polenta,Afternoon,Weekday,2016,11
3947,1921,Bread,Afternoon,Weekday,2016,11
3948,1922,Polenta,Afternoon,Weekday,2016,11
3949,1922,Tea,Afternoon,Weekday,2016,11
3950,1923,Coffee,Afternoon,Weekday,2016,11
3951,1923,Sandwich,Afternoon,Weekday,2016,11
3952,1924,Coffee,Afternoon,Weekday,2016,11
3953,1925,Coffee,Afternoon,Weekday,2016,11
3954,1925,Cake,Afternoon,Weekday,2016,11
3955,1926,Tea,Afternoon,Weekday,2016,11
3956,1926,Coffee,Afternoon,Weekday,2016,11
3957,1926,Alfajores,Afternoon,Weekday,2016,11
3958,1927,Coke,Afternoon,Weekday,2016,11
3959,1928,Coffee,Afternoon,Weekday,2016,11
3960,1929,Coffee,Afternoon,Weekday,2016,11
3961,1930,Coffee,Afternoon,Weekday,2016,11
3962,1930,Medialuna,Afternoon,Weekday,2016,11
3963,1931,Cookies,Afternoon,Weekday,2016,11
3964,1931,Bread,Afternoon,Weekday,2016,11
3965,1932,Coffee,Afternoon,Weekday,2016,11
3966,1933,Coffee,Evening,Weekday,2016,11
3967,1934,Bread,Evening,Weekday,2016,11
3968,1935,Bread,Morning,Weekday,2016,11
3969,1936,Coffee,Morning,Weekday,2016,11
3970,1937,Coffee,Morning,Weekday,2016,11
3971,1938,Hot chocolate,Morning,Weekday,2016,11
3972,1939,Pastry,Morning,Weekday,2016,11
3973,1940,Coffee,Morning,Weekday,2016,11
3974,1940,Keeping It Local,Morning,Weekday,2016,11
3975,1941,Pastry,Morning,Weekday,2016,11
3976,1941,Bread,Morning,Weekday,2016,11
3977,1942,Bread,Morning,Weekday,2016,11
3978,1942,Keeping It Local,Morning,Weekday,2016,11
3979,1943,Pastry,Morning,Weekday,2016,11
3980,1944,Hot chocolate,Morning,Weekday,2016,11
3981,1945,Coffee,Morning,Weekday,2016,11
3982,1945,Pastry,Morning,Weekday,2016,11
3983,1946,Bread,Morning,Weekday,2016,11
3984,1946,Medialuna,Morning,Weekday,2016,11
3985,1947,Medialuna,Morning,Weekday,2016,11
3986,1947,Medialuna,Morning,Weekday,2016,11
3987,1947,Pastry,Morning,Weekday,2016,11
3988,1947,Alfajores,Morning,Weekday,2016,11
3989,1948,Coffee,Morning,Weekday,2016,11
3990,1949,Coffee,Morning,Weekday,2016,11
3991,1950,Tea,Morning,Weekday,2016,11
3992,1950,Cake,Morning,Weekday,2016,11
3993,1951,Coffee,Morning,Weekday,2016,11
3994,1951,Bread,Morning,Weekday,2016,11
3995,1952,Coffee,Morning,Weekday,2016,11
3996,1953,Bread,Morning,Weekday,2016,11
3997,1953,Tea,Morning,Weekday,2016,11
3998,1953,Cake,Morning,Weekday,2016,11
3999,1954,Bread,Morning,Weekday,2016,11
4000,1954,Bread,Morning,Weekday,2016,11
4001,1954,Coffee,Morning,Weekday,2016,11
4002,1955,Coffee,Morning,Weekday,2016,11
4003,1955,Alfajores,Morning,Weekday,2016,11
4004,1956,Coffee,Morning,Weekday,2016,11
4005,1957,Bread,Morning,Weekday,2016,11
4006,1957,Cookies,Morning,Weekday,2016,11
4007,1958,Bread,Morning,Weekday,2016,11
4008,1958,Sandwich,Morning,Weekday,2016,11
4009,1958,Tea,Morning,Weekday,2016,11
4010,1959,Bread,Morning,Weekday,2016,11
4011,1960,Tea,Morning,Weekday,2016,11
4012,1960,Coffee,Morning,Weekday,2016,11
4013,1960,Cake,Morning,Weekday,2016,11
4014,1961,Bread,Morning,Weekday,2016,11
4015,1962,Hot chocolate,Morning,Weekday,2016,11
4016,1962,Brownie,Morning,Weekday,2016,11
4017,1963,Bread,Morning,Weekday,2016,11
4018,1964,Tea,Morning,Weekday,2016,11
4019,1964,Coffee,Morning,Weekday,2016,11
4020,1965,Coffee,Morning,Weekday,2016,11
4021,1965,Cake,Morning,Weekday,2016,11
4022,1966,The Nomad,Morning,Weekday,2016,11
4023,1966,Bread,Morning,Weekday,2016,11
4024,1966,Tea,Morning,Weekday,2016,11
4025,1967,Coffee,Afternoon,Weekday,2016,11
4026,1967,Smoothies,Afternoon,Weekday,2016,11
4027,1968,Bread,Afternoon,Weekday,2016,11
4028,1969,Bread,Afternoon,Weekday,2016,11
4029,1970,Coffee,Afternoon,Weekday,2016,11
4030,1970,Bread,Afternoon,Weekday,2016,11
4031,1971,Coffee,Afternoon,Weekday,2016,11
4032,1971,Cake,Afternoon,Weekday,2016,11
4033,1972,Fudge,Afternoon,Weekday,2016,11
4034,1972,Coffee,Afternoon,Weekday,2016,11
4035,1972,Coffee,Afternoon,Weekday,2016,11
4036,1972,Sandwich,Afternoon,Weekday,2016,11
4037,1973,Brownie,Afternoon,Weekday,2016,11
4038,1974,Bread,Afternoon,Weekday,2016,11
4039,1974,Sandwich,Afternoon,Weekday,2016,11
4040,1975,Coffee,Afternoon,Weekday,2016,11
4041,1976,Bread,Afternoon,Weekday,2016,11
4042,1976,Brownie,Afternoon,Weekday,2016,11
4043,1977,Sandwich,Afternoon,Weekday,2016,11
4044,1978,Coffee,Afternoon,Weekday,2016,11
4045,1978,Sandwich,Afternoon,Weekday,2016,11
4046,1978,Hearty & Seasonal,Afternoon,Weekday,2016,11
4047,1979,Coffee,Afternoon,Weekday,2016,11
4048,1980,Tea,Afternoon,Weekday,2016,11
4049,1980,Cake,Afternoon,Weekday,2016,11
4050,1981,Coffee,Afternoon,Weekday,2016,11
4051,1981,Bread,Afternoon,Weekday,2016,11
4052,1982,Coffee,Afternoon,Weekday,2016,11
4053,1982,Sandwich,Afternoon,Weekday,2016,11
4054,1983,Coffee,Afternoon,Weekday,2016,11
4055,1984,Cake,Afternoon,Weekday,2016,11
4056,1985,Coffee,Afternoon,Weekday,2016,11
4057,1985,Alfajores,Afternoon,Weekday,2016,11
4058,1986,Coffee,Afternoon,Weekday,2016,11
4059,1986,Cake,Afternoon,Weekday,2016,11
4060,1987,Tea,Afternoon,Weekday,2016,11
4061,1987,Tea,Afternoon,Weekday,2016,11
4062,1988,Bread,Afternoon,Weekday,2016,11
4063,1989,Tea,Afternoon,Weekday,2016,11
4064,1989,Cake,Afternoon,Weekday,2016,11
4065,1990,Brownie,Afternoon,Weekday,2016,11
4066,1990,Alfajores,Afternoon,Weekday,2016,11
4067,1991,Hack the stack,Afternoon,Weekday,2016,11
4068,1991,Art Tray,Afternoon,Weekday,2016,11
4069,1991,Coffee,Afternoon,Weekday,2016,11
4070,1992,Tea,Afternoon,Weekday,2016,11
4071,1993,Coffee,Afternoon,Weekday,2016,11
4072,1993,Cake,Afternoon,Weekday,2016,11
4073,1994,Coffee,Afternoon,Weekday,2016,11
4074,1994,Coke,Afternoon,Weekday,2016,11
4075,1995,Hack the stack,Evening,Weekday,2016,11
4076,1995,My-5 Fruit Shoot,Evening,Weekday,2016,11
4077,1995,Tea,Evening,Weekday,2016,11
4078,1995,Art Tray,Evening,Weekday,2016,11
4079,1996,Ella's Kitchen Pouches,Evening,Weekday,2016,11
4080,1997,Coffee,Morning,Weekday,2016,11
4081,1997,Medialuna,Morning,Weekday,2016,11
4082,1998,Coffee,Morning,Weekday,2016,11
4083,1999,Coffee,Morning,Weekday,2016,11
4084,1999,Coffee,Morning,Weekday,2016,11
4085,2000,Coffee,Morning,Weekday,2016,11
4086,2000,Bread,Morning,Weekday,2016,11
4087,2001,Coffee,Morning,Weekday,2016,11
4088,2001,Medialuna,Morning,Weekday,2016,11
4089,2002,Coffee,Morning,Weekday,2016,11
4090,2003,Coffee,Morning,Weekday,2016,11
4091,2004,Coffee,Morning,Weekday,2016,11
4092,2004,Pastry,Morning,Weekday,2016,11
4093,2004,Bread,Morning,Weekday,2016,11
4094,2005,Bread,Morning,Weekday,2016,11
4095,2005,Coffee,Morning,Weekday,2016,11
4096,2006,Bread,Morning,Weekday,2016,11
4097,2007,Keeping It Local,Morning,Weekday,2016,11
4098,2007,Coffee,Morning,Weekday,2016,11
4099,2007,Bread,Morning,Weekday,2016,11
4100,2008,Coffee,Morning,Weekday,2016,11
4101,2009,Coffee,Morning,Weekday,2016,11
4102,2009,Coffee,Morning,Weekday,2016,11
4103,2010,Keeping It Local,Morning,Weekday,2016,11
4104,2010,Tea,Morning,Weekday,2016,11
4105,2010,Brownie,Morning,Weekday,2016,11
4106,2010,Bread,Morning,Weekday,2016,11
4107,2011,Coffee,Morning,Weekday,2016,11
4108,2011,Pastry,Morning,Weekday,2016,11
4109,2012,Bread,Morning,Weekday,2016,11
4110,2013,Coffee,Morning,Weekday,2016,11
4111,2013,Cake,Morning,Weekday,2016,11
4112,2014,Coffee,Morning,Weekday,2016,11
4113,2014,Keeping It Local,Morning,Weekday,2016,11
4114,2015,Coffee,Morning,Weekday,2016,11
4115,2016,Bread,Morning,Weekday,2016,11
4116,2016,Medialuna,Morning,Weekday,2016,11
4117,2017,Bread,Morning,Weekday,2016,11
4118,2017,Focaccia,Morning,Weekday,2016,11
4119,2018,Medialuna,Morning,Weekday,2016,11
4120,2018,Coffee,Morning,Weekday,2016,11
4121,2019,Bread,Morning,Weekday,2016,11
4122,2020,Coffee,Morning,Weekday,2016,11
4123,2020,Coffee,Morning,Weekday,2016,11
4124,2021,Coffee,Morning,Weekday,2016,11
4125,2022,Bread,Morning,Weekday,2016,11
4126,2023,Farm House,Morning,Weekday,2016,11
4127,2024,Coffee,Morning,Weekday,2016,11
4128,2024,Pastry,Morning,Weekday,2016,11
4129,2025,Cookies,Morning,Weekday,2016,11
4130,2025,Juice,Morning,Weekday,2016,11
4131,2025,Tea,Morning,Weekday,2016,11
4132,2025,Alfajores,Morning,Weekday,2016,11
4133,2026,Coffee,Morning,Weekday,2016,11
4134,2026,Alfajores,Morning,Weekday,2016,11
4135,2027,Coffee,Morning,Weekday,2016,11
4136,2027,Sandwich,Morning,Weekday,2016,11
4137,2028,Coffee,Afternoon,Weekday,2016,11
4138,2029,Coffee,Afternoon,Weekday,2016,11
4139,2029,Coffee,Afternoon,Weekday,2016,11
4140,2030,Bread,Afternoon,Weekday,2016,11
4141,2031,Coffee,Afternoon,Weekday,2016,11
4142,2031,Bread,Afternoon,Weekday,2016,11
4143,2033,Coffee,Afternoon,Weekday,2016,11
4144,2034,Tea,Afternoon,Weekday,2016,11
4145,2035,Sandwich,Afternoon,Weekday,2016,11
4146,2035,Bread,Afternoon,Weekday,2016,11
4147,2036,Tea,Afternoon,Weekday,2016,11
4148,2036,Art Tray,Afternoon,Weekday,2016,11
4149,2037,Bread,Afternoon,Weekday,2016,11
4150,2038,Coffee,Afternoon,Weekday,2016,11
4151,2038,Cake,Afternoon,Weekday,2016,11
4152,2039,Mineral water,Afternoon,Weekday,2016,11
4153,2039,Coffee,Afternoon,Weekday,2016,11
4154,2040,Mineral water,Afternoon,Weekday,2016,11
4155,2041,Tartine,Afternoon,Weekday,2016,11
4156,2042,Coffee,Afternoon,Weekday,2016,11
4157,2043,Bread,Afternoon,Weekday,2016,11
4158,2043,Coffee,Afternoon,Weekday,2016,11
4159,2044,Bread,Afternoon,Weekday,2016,11
4160,2045,Hot chocolate,Afternoon,Weekday,2016,11
4161,2045,Bread,Afternoon,Weekday,2016,11
4162,2045,Sandwich,Afternoon,Weekday,2016,11
4163,2048,Juice,Afternoon,Weekday,2016,11
4164,2049,Bread,Afternoon,Weekday,2016,11
4165,2050,Mineral water,Afternoon,Weekday,2016,11
4166,2051,Sandwich,Afternoon,Weekday,2016,11
4167,2051,Bread,Afternoon,Weekday,2016,11
4168,2051,Jam,Afternoon,Weekday,2016,11
4169,2052,Coffee,Afternoon,Weekday,2016,11
4170,2052,Sandwich,Afternoon,Weekday,2016,11
4171,2052,Bread,Afternoon,Weekday,2016,11
4172,2053,Tea,Afternoon,Weekday,2016,11
4173,2054,Tea,Afternoon,Weekday,2016,11
4174,2055,Bread,Afternoon,Weekday,2016,11
4175,2055,Pastry,Afternoon,Weekday,2016,11
4176,2057,Coffee,Afternoon,Weekday,2016,11
4177,2057,Tea,Afternoon,Weekday,2016,11
4178,2058,Bread,Afternoon,Weekday,2016,11
4179,2058,Brownie,Afternoon,Weekday,2016,11
4180,2059,Alfajores,Afternoon,Weekday,2016,11
4181,2059,Alfajores,Afternoon,Weekday,2016,11
4182,2059,Bread,Afternoon,Weekday,2016,11
4183,2061,Coffee,Afternoon,Weekday,2016,11
4184,2061,Medialuna,Afternoon,Weekday,2016,11
4185,2062,Medialuna,Afternoon,Weekday,2016,11
